user_id,item_id,rating,timestamp
128,195,4,892859433
128,209,5,892859434
128,209,3,892859435
129,120,5,878153112
129,577,5,878153113
129,122,5,878153114
129,1093,5,878153115
129,383,5,878153116
129,1052,5,878153117
129,1052,5,878153118
130,1003,4,875847902
130,884,3,875847903
130,337,3,875847904
130,681,4,875847905
130,353,2,875847906
130,353,4,875847907
131,50,1,878514529
131,229,1,878514530
131,227,5,878514531
131,380,5,878514532
131,449,5,878514533
131,449,3,878514534
132,739,2,886118971
132,684,2,886118972
132,88,1,886118973
132,88,1,886118974
133,678,4,890994893
133,748,3,890994894
133,990,4,890994895
133,323,2,890994896
133,323,5,890994897
134,899,3,879605273
134,349,3,879605274
134,918,4,879605275
134,918,4,879605276
135,555,5,882069526
135,272,4,882069527
135,669,4,882069528
135,669,4,882069529
136,313,5,878599883
136,302,5,878599884
136,285,4,878599885
136,276,3,878599886
136,251,4,878599887
136,251,4,878599888
137,154,3,880758909
137,56,3,880758910
137,523,4,880758911
137,521,4,880758912
137,251,3,880758913
137,285,3,880758914
137,664,3,880758915
137,664,4,880758916
138,355,4,880021958
138,243,5,880021959
138,343,3,880021960
138,343,4,880021961
139,294,4,881403227
139,879,3,881403228
139,259,3,881403229
139,316,5,881403230
139,339,2,881403231
139,892,3,881403232
139,892,4,881403233
140,1208,3,892862876
140,54,4,892862877
140,77,3,892862878
140,802,4,892862879
140,554,4,892862880
140,38,4,892862881
140,38,4,892862882
141,647,4,880819005
141,223,5,880819006
141,318,3,880819007
141,318,4,880819008
142,385,3,875193844
142,89,5,875193845
142,261,4,875193846
142,261,4,875193847
143,357,4,880226591
143,518,3,880226592
143,474,5,880226593
143,493,4,880226594
143,238,4,880226595
143,238,4,880226596
144,740,3,887682272
144,237,5,887682273
144,508,4,887682274
144,303,4,887682275
144,676,3,887682276
144,676,4,887682277
145,50,4,881206161
145,191,5,881206162
145,525,3,881206163
145,750,5,881206164
145,269,5,881206165
145,269,4,881206166
146,988,3,887102266
146,245,3,887102267
146,301,3,887102268
146,500,4,887102269
146,880,4,887102270
146,880,4,887102271
147,984,3,886823526
147,259,3,886823527
147,261,4,886823528
147,333,3,886823529
147,300,4,886823530
147,1280,4,886823531
147,1280,4,886823532
148,425,3,875874510
148,7,2,875874511
148,42,3,875874512
148,42,4,875874513
149,322,3,891612164
149,271,5,891612165
149,682,4,891612166
149,347,2,891612167
149,325,4,891612168
149,325,4,891612169
150,61,3,888219552
150,480,1,888219553
150,707,4,888219554
150,707,4,888219555
151,394,3,879576051
151,930,4,879576052
151,592,5,879576053
151,771,4,879576054
151,771,4,879576055
152,331,4,888645693
152,315,4,888645694
152,336,1,888645695
152,336,5,888645696
153,904,5,880330697
153,292,4,880330698
153,258,5,880330699
153,258,5,880330700
154,151,5,875976415
154,1012,4,875976416
154,993,5,875976417
154,993,4,875976418
155,325,5,879984837
155,321,5,879984838
155,326,3,879984839
155,338,1,879984840
155,323,1,879984841
155,678,4,879984842
155,312,4,879984843
155,312,4,879984844
156,933,4,877875981
156,225,1,877875982
156,932,5,877875983
156,932,4,877875984
157,628,2,881924151
157,410,2,881924152
157,121,5,881924153
157,325,5,881924154
157,325,4,881924155
158,1299,4,890728298
158,929,4,890728299
158,966,1,890728300
158,322,5,890728301
158,322,4,890728302
159,313,5,882723461
159,354,4,882723462
159,272,5,882723463
159,319,5,882723464
159,319,4,882723465
160,56,2,879739812
160,50,3,879739813
160,181,2,879739814
160,172,3,879739815
160,568,2,879739816
160,568,4,879739817
161,143,3,876268348
161,708,4,876268349
161,135,4,876268350
161,197,3,876268351
161,806,3,876268352
161,527,3,876268353
161,527,4,876268354
162,306,3,879640017
162,294,3,879640018
162,990,3,879640019
162,990,3,879640020
163,646,3,882959156
163,22,3,882959157
163,510,4,882959158
163,510,4,882959159
164,934,5,891460939
164,1132,5,891460940
164,1258,5,891460941
164,1283,5,891460942
164,476,5,891460943
164,1244,5,891460944
164,407,5,891460945
164,407,5,891460946
165,731,4,892722850
165,70,3,892722851
165,290,5,892722852
165,290,4,892722853
166,358,2,884946491
166,328,2,884946492
166,299,3,884946493
166,299,3,884946494
167,510,3,878527014
167,158,3,878527015
167,95,2,878527016
167,95,4,878527017
168,211,3,885838010
168,484,4,885838011
168,228,2,885838012
168,228,4,885838013
169,274,2,881101719
169,257,2,881101720
169,284,3,881101721
169,284,3,881101722
170,55,3,892595211
170,144,4,892595212
170,208,5,892595213
170,28,5,892595214
170,174,4,892595215
170,11,4,892595216
170,11,5,892595217
171,433,3,880930055
171,202,4,880930056
171,64,3,880930057
171,318,3,880930058
171,98,3,880930059
171,216,4,880930060
171,216,4,880930061
172,406,5,882866431
172,411,5,882866432
172,370,4,882866433
172,370,5,882866434
173,174,4,876768527
173,372,5,876768528
173,222,2,876768529
173,222,4,876768530
174,984,5,882227522
174,243,1,882227523
174,688,3,882227524
174,343,4,882227525
174,343,5,882227526
175,1125,3,886568163
175,486,1,886568164
175,73,3,886568165
175,478,4,886568166
175,478,4,886568167
176,819,2,890199869
176,225,1,890199870
176,252,1,890199871
176,931,2,890199872
176,931,2,890199873
177,127,5,877321793
177,705,4,877321794
177,213,5,877321795
177,684,4,877321796
177,499,3,877321797
177,174,3,877321798
177,174,5,877321799
178,126,1,883332760
178,628,1,883332761
178,151,4,883332762
178,222,4,883332763
178,222,5,883332764
179,881,5,879489826
179,881,5,879489827
179,299,5,879489828
179,326,3,879489829
179,259,5,879489830
179,678,3,879489831
179,678,5,879489832
180,270,4,879873271
180,272,3,879873272
180,1022,3,879873273
180,344,3,879873274
180,344,4,879873275
181,178,2,876640617
181,580,1,876640618
181,485,4,876640619
181,485,3,876640620
182,260,5,880576285
182,348,5,880576286
182,292,4,880576287
182,292,5,880576288
183,1313,5,881020569
183,286,5,881020570
183,902,5,881020571
183,905,3,881020572
183,293,5,881020573
183,293,5,881020574
184,96,5,888059048
184,31,3,888059049
184,136,4,888059050
184,496,5,888059051
184,193,5,888059052
184,193,5,888059053
185,117,5,878406152
185,458,4,878406153
185,129,5,878406154
185,919,5,878406155
185,919,5,878406156
186,678,4,885341321
186,243,2,885341322
186,1003,4,885341323
186,338,1,885341324
186,92,3,885341325
186,628,3,885341326
186,628,4,885341327
187,339,1,889708254
187,342,4,889708255
187,682,4,889708256
187,682,4,889708257
188,346,3,881701885
188,690,4,881701886
188,288,1,881701887
188,751,5,881701888
188,751,4,881701889
189,238,5,880714538
189,963,3,880714539
189,137,3,880714540
189,137,4,880714541
190,684,2,886351611
190,356,1,886351612
190,431,4,886351613
190,1046,5,886351614
190,53,3,886351615
190,462,5,886351616
190,462,4,886351617
191,368,2,886436034
191,950,2,886436035
191,278,3,886436036
191,1059,3,886436037
191,3,3,886436038
191,1052,4,886436039
191,1052,4,886436040
192,121,4,878288898
192,257,5,878288899
192,293,5,878288900
192,596,5,878288901
192,283,5,878288902
192,283,5,878288903
193,274,3,880894728
193,241,4,880894729
193,720,2,880894730
193,222,3,880894731
193,222,4,880894732
194,1167,5,883797132
194,283,3,883797133
194,632,3,883797134
194,170,3,883797135
194,488,4,883797136
194,488,5,883797137
195,447,3,880354788
195,116,4,880354789
195,287,4,880354790
195,287,4,880354791
196,147,5,888933518
196,988,4,888933519
196,546,3,888933520
196,829,4,888933521
196,332,3,888933522
196,477,2,888933523
196,177,4,888933524
196,177,4,888933525
197,213,3,889374561
197,241,3,889374562
197,747,2,889374563
197,707,4,889374564
197,275,4,889374565
197,275,4,889374566
198,792,2,874859972
198,211,3,874859973
198,153,2,874859974
198,173,3,874859975
198,173,4,874859976
199,255,3,879006615
199,97,3,879006616
199,512,4,879006617
199,150,5,879006618
199,150,4,879006619
200,8,4,881471318
200,201,2,881471319
200,4,4,881471320
200,435,3,881471321
200,153,2,881471322
200,692,3,881471323
200,692,4,881471324
201,717,4,876522466
201,974,3,876522467
201,405,3,876522468
201,546,3,876522469
201,363,2,876522470
201,363,3,876522471
202,288,5,879554713
202,896,3,879554714
202,328,3,879554715
202,328,4,879554716
203,948,4,888519841
203,108,4,888519842
203,1171,4,888519843
203,1171,4,888519844
204,1168,4,878097198
204,147,4,878097199
204,177,4,878097200
204,182,4,878097201
204,871,3,878097202
204,276,3,878097203
204,276,4,878097204
205,575,3,880936388
205,871,1,880936389
205,383,2,880936390
205,449,2,880936391
205,540,4,880936392
205,450,4,880936393
205,712,4,880936394
205,712,5,880936395
206,841,2,888754556
206,591,1,888754557
206,421,3,888754558
206,421,4,888754559
207,67,3,883081083
207,692,4,883081084
207,580,3,883081085
207,411,4,883081086
207,411,5,883081087
208,373,2,877642113
208,779,4,877642114
208,586,4,877642115
208,586,4,877642116
209,673,2,892380862
209,581,2,892380863
209,462,3,892380864
209,4,3,892380865
209,101,5,892380866
209,101,3,892380867
210,473,1,875079502
210,405,1,875079503
210,14,1,875079504
210,14,1,875079505
211,500,3,892037199
211,289,3,892037200
211,316,3,892037201
211,308,4,892037202
211,1606,4,892037203
211,314,4,892037204
211,314,4,892037205
212,378,4,887388178
212,252,3,887388179
212,82,4,887388180
212,87,3,887388181
212,87,5,887388182
213,1033,3,888867101
213,103,5,888867102
213,1034,5,888867103
213,831,4,888867104
213,831,4,888867105
214,227,2,881523953
214,272,2,881523954
214,269,3,881523955
214,269,3,881523956
215,204,4,880872281
215,1,3,880872282
215,96,4,880872283
215,423,1,880872284
215,318,1,880872285
215,283,3,880872286
215,283,4,880872287
216,282,3,890344494
216,993,5,890344495
216,93,4,890344496
216,93,4,890344497
217,482,1,891070016
217,45,5,891070017
217,1,4,891070018
217,1281,3,891070019
217,1281,5,891070020
218,322,2,884489856
218,678,4,884489857
218,333,3,884489858
218,333,4,884489859
219,1607,1,887287586
219,360,5,887287587
219,340,4,887287588
219,361,3,887287589
219,1434,5,887287590
219,1432,2,887287591
219,1432,5,887287592
220,224,4,886915564
220,313,4,886915565
220,847,3,886915566
220,242,2,886915567
220,182,3,886915568
220,316,2,886915569
220,316,4,886915570
221,402,4,882996190
221,739,4,882996191
221,86,2,882996192
221,86,4,882996193
222,1105,4,878723408
222,333,3,878723409
222,269,3,878723410
222,242,5,878723411
222,242,5,878723412
223,674,4,888033718
223,675,3,888033719
223,590,5,888033720
223,774,2,888033721
223,565,4,888033722
223,565,4,888033723
224,40,5,878974760
224,722,4,878974761
224,238,2,878974762
224,167,4,878974763
224,451,5,878974764
224,451,5,878974765
225,127,5,880744511
225,181,3,880744512
225,257,4,880744513
225,455,5,880744514
225,455,4,880744515
226,318,4,884714436
226,382,5,884714437
226,631,3,884714438
226,528,4,884714439
226,180,5,884714440
226,179,2,884714441
226,423,5,884714442
226,423,4,884714443
227,132,4,886886458
227,502,4,886886459
227,42,3,886886460
227,97,4,886886461
227,655,5,886886462
227,164,3,886886463
227,164,4,886886464
228,89,3,875517959
228,93,3,875517960
228,173,3,875517961
228,98,3,875517962
228,98,3,875517963
229,54,3,879869836
229,164,3,879869837
229,226,4,879869838
229,636,3,879869839
229,77,4,879869840
229,159,4,879869841
229,552,4,879869842
229,552,4,879869843
230,67,5,879005977
230,364,5,879005978
230,72,3,879005979
230,302,4,879005980
230,302,4,879005981
231,761,3,877010647
231,38,1,877010648
231,779,1,877010649
231,1034,5,877010650
231,1034,4,877010651
232,5,3,892764291
232,294,3,892764292
232,8,4,892764293
232,56,4,892764294
232,591,3,892764295
232,591,4,892764296
233,38,3,884767662
233,4,4,884767663
233,855,1,884767664
233,855,4,884767665
234,665,1,888003794
234,449,3,888003795
234,566,5,888003796
234,550,5,888003797
234,840,5,888003798
234,29,5,888003799
234,250,4,888003800
234,250,5,888003801
235,303,5,887176368
235,682,4,887176369
235,289,4,887176370
235,332,4,887176371
235,325,3,887176372
235,325,4,887176373
236,1250,4,881408052
236,737,4,881408053
236,402,4,881408054
236,402,4,881408055
237,255,5,875706023
237,1226,5,875706024
237,826,3,875706025
237,1059,4,875706026
237,1059,4,875706027
238,470,4,880709256
238,143,5,880709257
238,69,1,880709258
238,216,1,880709259
238,216,4,880709260
239,1208,4,891620806
239,1401,3,891620807
239,239,3,891620808
239,1381,2,891620809
239,1381,4,891620810
240,705,4,879974016
240,482,5,879974017
240,480,5,879974018
240,143,5,879974019
240,172,5,879974020
240,172,4,879974021
241,236,4,888847100
241,713,5,888847101
241,596,5,888847102
241,508,4,888847103
241,25,5,888847104
241,813,4,888847105
241,813,5,888847106
242,1008,5,879266276
242,321,3,879266277
242,322,4,879266278
242,322,5,879266279
243,650,1,884905628
243,87,5,884905629
243,204,3,884905630
243,137,4,884905631
243,137,4,884905632
244,286,1,893208271
244,269,4,893208272
244,896,2,893208273
244,882,3,893208274
244,882,4,893208275
245,588,4,876062432
245,131,4,876062433
245,483,4,876062434
245,432,4,876062435
245,91,4,876062436
245,694,5,876062437
245,694,4,876062438
246,284,5,884188485
246,405,3,884188486
246,511,1,884188487
246,570,4,884188488
246,1444,5,884188489
246,420,4,884188490
246,100,5,884188491
246,100,5,884188492
247,252,4,890507607
247,748,3,890507608
247,924,3,890507609
247,289,3,890507610
247,289,4,890507611
248,708,4,876697259
248,76,2,876697260
248,127,3,876697261
248,52,4,876697262
248,4,4,876697263
248,269,4,876697264
248,150,2,876697265
248,150,4,876697266
249,203,4,882679043
249,492,3,882679044
249,257,5,882679045
249,249,5,882679046
249,261,2,882679047
249,275,5,882679048
249,269,5,882679049
249,269,5,882679050
250,867,3,892054026
250,647,2,892054027
250,628,2,892054028
250,956,2,892054029
250,152,3,892054030
250,152,3,892054031
251,170,4,884633280
251,923,3,884633281
251,207,3,884633282
251,52,3,884633283
251,462,1,884633284
251,462,5,884633285
252,729,4,884218598
252,686,5,884218599
252,204,3,884218600
252,79,3,884218601
252,179,4,884218602
252,179,4,884218603
253,656,5,883209900
253,191,3,883209901
253,603,5,883209902
253,603,4,883209903
254,255,4,884067687
254,1258,3,884067688
254,476,3,884067689
254,476,4,884067690
255,961,2,877392247
255,116,4,877392248
255,39,1,877392249
255,272,5,877392250
255,312,1,877392251
255,269,1,877392252
255,500,5,877392253
255,500,4,877392254
256,9,3,891631980
256,58,3,891631981
256,286,3,891631982
256,508,3,891631983
256,71,3,891631984
256,127,3,891631985
256,742,4,891631986
256,742,4,891631987
257,245,3,889841785
257,748,5,889841786
257,873,5,889841787
257,358,5,889841788
257,349,3,889841789
257,353,5,889841790
257,353,5,889841791
258,350,5,889979207
258,270,5,889979208
258,292,3,889979209
258,294,4,889979210
258,294,4,889979211
259,275,4,885993615
259,1355,3,885993616
259,865,4,885993617
259,865,5,885993618
260,191,1,881519642
260,285,2,881519643
260,157,2,881519644
260,157,3,881519645
261,1188,4,887574820
261,158,5,887574821
261,383,2,887574822
261,383,5,887574823
262,112,4,880964662
262,181,3,880964663
262,50,4,880964664
262,50,4,880964665
263,1089,3,889831452
263,406,5,889831453
263,930,3,889831454
263,930,4,889831455
264,736,4,881988977
264,111,4,881988978
264,50,4,881988979
264,1,4,881988980
264,28,3,881988981
264,28,4,881988982
265,250,3,889574750
265,282,3,889574751
265,290,4,889574752
265,290,4,889574753
266,684,4,877555437
266,216,4,877555438
266,210,3,877555439
266,210,4,877555440
267,181,4,875246375
267,257,4,875246376
267,25,4,875246377
267,174,4,875246378
267,455,4,875246379
267,239,4,875246380
267,239,5,875246381
268,270,3,881049481
268,754,5,881049482
268,1161,2,881049483
268,248,4,881049484
268,1014,3,881049485
268,1014,4,881049486
269,109,3,877057377
269,222,4,877057378
269,405,5,877057379
269,405,5,877057380
270,100,4,884156898
270,129,5,884156899
270,14,5,884156900
270,475,4,884156901
270,149,4,884156902
270,149,5,884156903
271,333,4,882138504
271,175,3,882138505
271,685,4,882138506
271,192,4,882138507
271,192,5,882138508
272,126,2,881691154
272,1443,5,881691155
272,258,5,881691156
272,243,3,881691157
272,243,4,881691158
273,840,4,877367262
273,826,5,877367263
273,1034,2,877367264
273,976,1,877367265
273,982,4,877367266
273,982,5,877367267
274,765,4,877465626
274,783,4,877465627
274,1041,5,877465628
274,387,3,877465629
274,796,5,877465630
274,796,4,877465631
275,405,5,891337337
275,921,4,891337338
275,313,3,891337339
275,245,5,891337340
275,345,4,891337341
275,345,5,891337342
276,323,3,881874106
276,873,5,881874107
276,893,4,881874108
276,893,4,881874109
277,750,4,884773417
277,147,4,884773418
277,781,4,884773419
277,484,4,884773420
277,959,3,884773421
277,39,4,884773422
277,271,4,884773423
277,271,4,884773424
278,276,4,882863390
278,181,3,882863391
278,1012,3,882863392
278,1012,4,882863393
279,891,3,886386523
279,1243,3,886386524
279,334,5,886386525
279,334,4,886386526
280,988,4,887071500
280,892,4,887071501
280,321,4,887071502
280,117,4,887071503
280,597,4,887071504
280,410,3,887071505
280,125,5,887071506
280,125,4,887071507
281,72,3,881383810
281,1,3,881383811
281,283,4,881383812
281,476,3,881383813
281,405,2,881383814
281,582,3,881383815
281,582,4,881383816
282,195,3,891501263
282,168,5,891501264
282,622,1,891501265
282,622,5,891501266
283,186,3,880913556
283,93,5,880913557
283,844,2,880913558
283,844,4,880913559
284,293,4,885283032
284,7,4,885283033
284,284,2,885283034
284,118,3,885283035
284,118,4,885283036
285,508,4,882647514
285,124,3,882647515
285,14,3,882647516
285,14,5,882647517
286,172,5,890436662
286,408,5,890436663
286,206,5,890436664
286,153,4,890436665
286,1240,4,890436666
286,181,5,890436667
286,181,5,890436668
287,679,3,891923088
287,732,4,891923089
287,433,4,891923090
287,552,4,891923091
287,552,4,891923092
288,475,4,874939143
288,741,4,874939144
288,191,3,874939145
288,108,5,874939146
288,1017,4,874939147
288,1017,4,874939148
289,978,2,881328471
289,244,4,881328472
289,118,2,881328473
289,930,3,881328474
289,925,4,881328475
289,370,3,881328476
289,286,5,881328477
289,286,5,881328478
290,569,5,885665772
290,145,5,885665773
290,665,5,885665774
290,441,5,885665775
290,559,5,885665776
290,559,5,885665777
291,117,3,875850352
291,1,4,875850353
291,257,5,875850354
291,257,4,875850355
292,208,5,891684368
292,134,5,891684369
292,772,4,891684370
292,210,5,891684371
292,56,5,891684372
292,56,4,891684373
293,347,4,888359426
293,328,4,888359427
293,321,4,888359428
293,303,3,888359429
293,345,3,888359430
293,345,4,888359431
294,71,5,883773987
294,211,5,883773988
294,200,2,883773989
294,164,5,883773990
294,69,3,883773991
294,629,3,883773992
294,629,5,883773993
295,142,2,889497376
295,630,3,889497377
295,188,3,889497378
295,188,3,889497379
296,737,4,887127520
296,303,4,887127521
296,315,4,887127522
296,262,3,887127523
296,916,4,887127524
296,916,4,887127525
297,258,4,892801314
297,1,4,892801315
297,221,3,892801316
297,302,4,892801317
297,302,4,892801318
298,288,5,879427179
298,603,5,879427180
298,525,3,879427181
298,923,2,879427182
298,515,3,879427183
298,515,4,879427184
299,919,5,886480970
299,1047,2,886480971
299,130,1,886480972
299,1132,3,886480973
299,421,5,886480974
299,744,3,886480975
299,94,3,886480976
299,94,5,886480977
300,145,5,891851796
300,800,3,891851797
300,895,4,891851798
300,895,5,891851799
301,53,3,881433475
301,1168,2,881433476
301,476,2,881433477
301,476,4,881433478
302,342,5,884328179
302,323,1,884328180
302,259,3,884328181
302,259,4,884328182
303,338,4,883621978
303,890,5,883621979
303,879,4,883621980
303,294,4,883621981
303,358,5,883621982
303,307,3,883621983
303,271,3,883621984
303,271,4,883621985
304,732,4,879954195
304,175,5,879954196
304,209,4,879954197
304,211,4,879954198
304,238,4,879954199
304,194,5,879954200
304,194,5,879954201
305,539,4,875710184
305,938,4,875710185
305,687,3,875710186
305,687,4,875710187
306,185,4,885258319
306,216,5,885258320
306,168,3,885258321
306,168,5,885258322
307,81,3,883698172
307,728,2,883698173
307,1074,4,883698174
307,768,5,883698175
307,768,4,883698176
308,346,4,877241076
308,340,5,877241077
308,268,3,877241078
308,313,4,877241079
308,313,5,877241080
309,202,4,883444737
309,197,2,883444738
309,435,4,883444739
309,435,5,883444740
310,477,3,877203098
310,410,4,877203099
310,455,4,877203100
310,151,2,877203101
310,21,2,877203102
310,473,4,877203103
310,405,4,877203104
310,405,4,877203105
311,480,4,875080967
311,79,4,875080968
311,182,3,875080969
311,182,4,875080970
312,252,2,884336450
312,818,2,884336451
312,120,1,884336452
312,105,4,884336453
312,1079,3,884336454
312,1079,4,884336455
313,159,5,882199508
313,1273,2,882199509
313,1248,4,882199510
313,1090,4,882199511
313,1090,4,882199512
314,135,3,875176960
314,214,3,875176961
314,789,5,875176962
314,28,3,875176963
314,193,4,875176964
314,86,3,875176965
314,1050,5,875176966
314,1050,4,875176967
315,809,4,893204792
315,1209,3,893204793
315,1044,3,893204794
315,1044,4,893204795
316,603,5,884713214
316,79,3,884713215
316,520,4,884713216
316,902,4,884713217
316,902,5,884713218
317,1170,5,878330854
317,86,5,878330855
317,631,4,878330856
317,196,4,878330857
317,52,4,878330858
317,52,4,878330859
318,238,5,879613775
318,186,5,879613776
318,514,1,879613777
318,204,4,879613778
318,209,4,879613779
318,209,5,879613780
319,984,3,878035769
319,176,2,878035770
319,659,5,878035771
319,659,4,878035772
320,866,4,878710414
320,151,3,878710415
320,473,5,878710416
320,294,5,878710417
320,546,5,878710418
320,546,5,878710419
321,384,3,888263370
321,577,4,888263371
321,1036,1,888263372
321,81,2,888263373
321,333,3,888263374
321,333,4,888263375
322,260,2,879840572
322,348,2,879840573
322,347,4,879840574
322,340,3,879840575
322,340,5,879840576
323,135,4,880264100
323,69,4,880264101
323,257,4,880264102
323,28,4,880264103
323,315,4,880264104
323,539,4,880264105
323,688,4,880264106
323,688,4,880264107
324,881,4,885492298
324,264,3,885492299
324,257,4,885492300
324,100,4,885492301
324,100,5,885492302
325,41,4,887447472
325,217,4,887447473
325,719,4,887447474
325,719,4,887447475
326,323,4,892835112
326,988,3,892835113
326,245,1,892835114
326,294,2,892835115
326,271,2,892835116
326,299,3,892835117
326,299,3,892835118
327,1023,3,885824536
327,687,5,885824537
327,1088,5,885824538
327,678,3,885824539
327,1089,3,885824540
327,330,5,885824541
327,330,5,885824542
328,298,3,887265140
328,322,1,887265141
328,294,3,887265142
328,313,2,887265143
328,313,3,887265144
329,66,4,889247384
329,163,3,889247385
329,33,2,889247386
329,33,4,889247387
330,1028,3,885018861
330,1514,3,885018862
330,476,4,885018863
330,476,4,885018864
331,286,5,875474076
331,62,4,875474077
331,313,4,875474078
331,101,4,875474079
331,101,5,875474080
332,257,2,889787515
332,284,4,889787516
332,1252,3,889787517
332,255,1,889787518
332,255,5,889787519
333,326,2,879345434
333,938,4,879345435
333,1393,3,879345436
333,1393,4,879345437
334,705,3,891916175
334,504,2,891916176
334,493,5,891916177
334,124,3,891916178
334,124,4,891916179
335,24,3,888358966
335,14,5,888358967
335,740,1,888358968
335,740,5,888358969
336,100,5,877868930
336,125,3,877868931
336,1093,3,877868932
336,1093,4,877868933
337,172,3,882252887
337,131,4,882252888
337,435,5,882252889
337,491,5,882252890
337,670,3,882252891
337,234,5,882252892
337,234,5,882252893
338,739,4,885321182
338,402,3,885321183
338,77,3,885321184
338,148,4,885321185
338,1210,3,885321186
338,696,4,885321187
338,696,4,885321188
339,820,3,877630816
339,983,5,877630817
339,1145,4,877630818
339,1291,3,877630819
339,1291,5,877630820
340,288,5,885760028
340,340,5,885760029
340,865,4,885760030
340,865,4,885760031
341,1039,3,882354887
341,19,2,882354888
341,191,1,882354889
341,174,4,882354890
341,582,5,882354891
341,582,4,882354892
342,351,3,882205314
342,264,4,882205315
342,748,2,882205316
342,748,4,882205317
343,809,5,888436612
343,401,4,888436613
343,186,4,888436614
343,376,4,888436615
343,869,4,888436616
343,869,4,888436617
344,268,4,886935335
344,346,4,886935336
344,750,3,886935337
344,751,4,886935338
344,259,4,886935339
344,358,5,886935340
344,358,4,886935341
345,235,2,882672941
345,628,4,882672942
345,122,4,882672943
345,122,4,882672944
346,453,4,888974749
346,238,4,888974750
346,42,3,888974751
346,433,4,888974752
346,250,4,888974753
346,250,4,888974754
347,651,3,878765602
347,521,5,878765603
347,194,4,878765604
347,709,3,878765605
347,216,5,878765606
347,216,4,878765607
348,179,2,878032974
348,32,3,878032975
348,313,3,878032976
348,182,4,878032977
348,23,4,878032978
348,603,4,878032979
348,302,5,878032980
348,302,5,878032981
349,186,3,883357760
349,144,4,883357761
349,467,3,883357762
349,238,4,883357763
349,238,5,883357764
350,127,5,882545646
350,123,4,882545647
350,293,5,882545648
350,125,4,882545649
350,1094,3,882545650
350,827,4,882545651
350,846,4,882545652
350,846,4,882545653
351,1487,3,889379847
351,771,3,889379848
351,1003,1,889379849
351,1003,4,889379850
352,447,5,887207873
352,444,4,887207874
352,559,4,887207875
352,559,4,887207876
353,423,1,878297522
353,529,3,878297523
353,464,3,878297524
